tok	cat
er	x
statt	x
einen	x
Felsenvorsprung	x
zu	x
umgehen	x
,	x
vorwärts	x
ging	x
.	x
Er	x
stürzte	x
in	x
Folge	x
dessen	x
über	x
eine	x
wohl	x
100	x
Meter	x
hohe	x
Felsenwand	x
herunter	x
und	x
war	x
natürlicherweise	x
sofort	x
eine	x
Leiche	x
.	x
Erst	x
am	x
Montag	x
Morgen	x
wurde	x
der	x
verhältnißmäßig	x
nur	x
wenig	x
verstümmelte	x
Leichnam	x
an	x
einem	x
sog	x
.	x
Felsenriff	x
gefunden	x
.	x
Der	x
schnelle	x
und	x
energisch	x
vorgenommene	x
bezirksamtl	x
.	x
Untersuch	x
ergab	x
neben	x
einigen	x
leichten	x
Schürfungen	x
am	x
Rücken	x
,	x
etwa	x
6	x
schwere	x
Schädelbrüche	x
.	x
Der	x
Verunglückte	x
stand	x
im	x
besten	x
Mannesalter	x
von	x
38	x
Jahren	x
und	x
hinterläßt	x
eine	x
Gattin	x
(	x
die	x
,	x
beiläufig	x
erwähnt	x
,	x
bis	x
auf	x
den	x
Tod	x
krank	x
ist	x
)	x
,	x
ein	x
noch	x
unerwachsenes	x
Söhnlein	x
und	x
eine	x
große	x
,	x
kostspielige	x
Bauernsame	x
.	x
Die	x
Theilnahme	x
um	x
den	x
wackern	x
Mann	x
ist	x
in	x
Amden	x
allgemein	x
.	x
Alle	x
diejenigen	x
,	x
welche	x
in	x
Handel	x
und	x
Verkehr	x
in	x
irgend	x
eine	x
Beziehung	x
mit	x
dem	x
Verstorbenen	x
kamen	x
,	x
rühmten	x
ihn	x
als	x
einen	x
rechtlichen	x
,	x
charakterfesten	x
,	x
gutherzigen	x
und	x
nüchternen	x
Mann	x
.	x
Seine	x
Mitbürger	x
würdigten	x
die	x
tiefe	x
Einsicht	x
und	x
den	x
ehrlichen	x
Sinn	x
Thoma	x
’	x
s	x
dadurch	x
,	x
daß	x
sie	x
ihm	x
während	x
2	x
Amtsperioden	x
hindurch	x
das	x
Amt	x
eines	x
Gemeinde-	x
und	x
Verwaltungsrathes	x
übertrugen	x
.	x
Als	x
solcher	x
waltete	x
er	x
mit	x
großer	x
Gewissenhaftigkeit	x
und	x
Unparteilichkeit	x
seines	x
Amtes	x
.	x
Ja	x
selbst	x
am	x
letzten	x
Sonntage	x
,	x
also	x
an	x
seinem	x
Unglückstage	x
,	x
wurde	x
Thoma	x
,	x
anläßlich	x
einer	x
Gemeindeversammlung	x
,	x
zum	x
zweiten	x
Stimmenzähler	x
erwählt	x
und	x
benutzte	x
er	x
als	x
solcher	x
noch	x
einige	x
Male	x
die	x
Diskussion	x
.	x
Obwohl	x
Thoma	x
in	x
seinem	x
politischen	x
Leben	x
nicht	x
den	x
unsrigen	x
Gesinnungen	x
huldigte	x
,	x
so	x
war	x
er	x
uns	x
doch	x
immer	x
ein	x
guter	x
Freund	x
,	x
dem	x
wir	x
dieses	x
Lob	x
schuldig	x
zu	x
sein	x
glaubten	x
.	x
Er	x
ruhe	x
im	x
Frieden	x
.	x
—	x
Amden	x
.	x
Die	x
Sonntag	x
den	x
27	x
.	x
März	x
abgehaltene	x
Ortsgenossenversammlung	x
in	x
hier	x
hat	x
mit	x
einem	x
erheblichen	x
Mehr	x
ein	x
gemeinderäthliches	x
Gutachten	x
angenommen	x
,	x
nach	x
welchem	x
die	x
Ortschaft	x
durch	x
ein	x
Telephon	x
mit	x
dem	x
Telegraphenbureau	x
zu	x
Weesen	x
in	x
Verbindung	x
gesetzt	x
wird	x
.	x
Die	x
Universalentschädigung	x
beträgt	x
nur	x
800	x
Fr	x
.	x
Dieser	x
„	x
fortschrittliche	x
“	x
Beschluß	x
ehrt	x
sowohl	x
den	x
stets	x
rührigen	x
Gemeinderath	x
,	x
der	x
den	x
Anstoß	x
zu	x
dieser	x
Neuerung	x
gab	x
,	x
als	x
auch	x
die	x
Bürgerschaft	x
,	x
welche	x
ein	x
kleines	x
Opfer	x
für	x
einen	x
so	x
schönen	x
Zweck	x
nicht	x
scheuten	x
.	x
Obwohl	x
nun	x
durch	x
dieses	x
Verkehrsmittel	x
„	x
Amons	x
Höhen	x
“	x
von	x
ihrer	x
abgeschlassenen	x
Lage	x
der	x
übrigen	x
Welt	x
wieder	x
etwas	x
genähert	x
wird	x
,	x
so	x
ist	x
die	x
Postverbindung	x
mit	x
Weesen	x
doch	x
noch	x
eine	x
höchst	x
ungenügende	x
,	x
wenn	x
man	x
bedenkt	x
,	x
daß	indirect
Postsachen	indirect
,	indirect
welche	indirect
Mittags	indirect
12	indirect
Uhr	indirect
in	indirect
Weesen	indirect
anlangen	indirect
,	indirect
erst	indirect
andern	indirect
Tags	indirect
Mittag	indirect
nach	indirect
Amden	indirect
befördert	indirect
werden	indirect
könnnen	indirect
.	indirect
Doch	x
wir	x
leben	x
der	x
sichern	x
Hoffnung	x
,	x
daß	indirect
der	indirect
löbl	indirect
.	indirect
Gemeinderath	indirect
auch	indirect
in	indirect
dieser	indirect
Hinsicht	indirect
auf	indirect
Verbesserung	indirect
dringen	indirect
wird	indirect
.	indirect
—	x
Wattwil	x
.	x
Letzten	x
Samstag	x
hat	x
sich	x
im	x
Schönenberg	x
ein	x
Soldat	x
,	x
Namens	x
Roth	x
,	x
unmittelbar	x
vor	x
der	x
Waffeninspeltion	x
erschossen	x
.	x
Roth	x
war	x
Zimmermeister	x
,	x
zirka	x
33	x
Jahre	x
alt	x
und	x
Vater	x
eines	x
einzigen	x
Kindes	x
.	x
Die	x
Motive	x
zur	x
That	x
sind	x
noch	x
unbekannt	x
.	x
—	x
Der	x
Ornithologische	x
Verein	x
Toggenburg	x
hat	x
dieser	x
Tage	x
beschlossen	x
,	x
die	indirect
projektirte	indirect
Vogelausstellung	indirect
vom	indirect
15.	indirect
bis	indirect
22	indirect
.	indirect
Mai	indirect
im	indirect
Saale	indirect
zur	indirect
„	indirect
Post	indirect
“	indirect
in	indirect
Flawil	indirect
abzuhalten	indirect
.	indirect
—	x
Schlag	x
auf	x
Schlag	x
.	x
Wie	x
verlautet	x
,	x
hat	indirect
das	indirect
große	indirect
Stickereigeschäft	indirect
Firma	indirect
Bion	indirect
u.	indirect
Tschumper	indirect
in	indirect
Kronbühl	indirect
die	indirect
Zahlungen	indirect
eingestellt	indirect
!	indirect
—	x
Uznach	x
.	x
Am	x
3	x
.	x
April	x
,	x
Nachmittags	x
4	x
Uhr	x
,	x
findet	x
bei	x
der	x
„	x
Krone	x
“	x
in	x
Uznach	x
eine	x
Versammlung	x
statt	x
,	x
zur	x
Besprechung	x
und	x
Berathung	x
über	x
das	x
vom	x
Staate	x
zu	x
gründende	x
Kranken-Asyl	x
,	x
welches	x
Aussicht	x
hat	x
,	x
in	x
unsere	x
Gegend	x
verlegt	x
zu	x
werden	x
,	x
und	x
betreffend	x
Fortsetzung	x
der	x
vor	x
16	x
Jahren	x
erbauten	x
Toggenburger-Eisenbahn	x
in	x
unsere	x
,	x
vom	x
Hauptorte	x
St.	x
Gallen	x
,	x
vom	x
Zentrum	x
des	x
Kantons	x
und	x
vom	x
Toggenburg	x
so	x
abgelegene	x
und	x
entfernte	x
Landesgegend	x
am	x
obern	x
Zürichsee	x
und	x
der	x
Linth	x
,	x
an	x
welche	x
mannigfache	x
Interessen	x
des	x
Glarnerlandes	x
und	x
der	x
March	x
sich	x
knüpfen	x
.	x
Die	x
Versammlung	x
will	x
zunächst	x
nur	x
bezwecken	x
,	x
wahrzunehmen	x
,	x
ob	indirect
nicht	indirect
im	indirect
Allgemeinen	indirect
eine	indirect
Bahnverbindung	indirect
über	indirect
Ricken	indirect
mit	indirect
der	indirect
Toggenburgerbahn	indirect
gewünscht	indirect
werde	indirect
.	indirect
—	x
Ist	x
dies	x
der	x
Fall	x
,	x
so	x
wird	x
der	x
hohe	x
Reg.-Rath	x
,	x
welcher	x
der	x
Sache	x
gewogen	x
zu	x
sein	x
scheint	x
,	x
ersucht	x
werden	x
,	x
die	indirect
Angelegenheit	indirect
an	indirect
die	indirect
Hand	indirect
zu	indirect
nehmen	indirect
und	indirect
die	indirect
zweckdienlichen	indirect
Anordnungen	indirect
,	indirect
Pläne	indirect
und	indirect
Kostenberechnungen	indirect
nach	indirect
verschiedenen	indirect
Richtungen	indirect
und	indirect
Anschlußpunkten	indirect
auf	indirect
Kosten	indirect
des	indirect
Staates	indirect
besorgen	indirect
zu	indirect
lassen	indirect
.	indirect
Spezielle	x
Fragen	x
über	x
wie	x
,	x
wo	x
,	x
woher	x
und	x
wohin	x
rc	x
.	x
können	x
da	x
nicht	x
zur	x
Behandlung	x
kommen	x
,	x
bis	x
die	x
technischen	x
Studien	x
und	x
Vorarbeiten	x
einmal	x
vorliegen	x
werden	x
.	x
Die	x
Ausführung	x
des	x
Projektes	x
muß	x
alsdann	x
günstigen	x
Zeiten	x
und	x
Verhältnissen	x
überlassen	x
werden	x
.	x
—	x
—	x
Herr	x
Reallehrer	x
Bächtiger	x
in	x
Rapperswil	x
wurde	x
an	x
die	x
Mädchen-Sekundarschule	x
Basel	x
gewählt	x
.	x
—	x
Eschenbach	x
.	x
Hr	x
.	x
G.	x
Wild	x
,	x
Fabrikbesitzer	x
dahier	x
,	x
vergabte	x
zum	x
Andenken	x
an	x
seine	x
jüngst	x
in	x
Zürich	x
verstorbene	x
Gattin	x
Elisabetha	x
Wild	x
,	x
geb	x
.	x
Streiff	x
,	x
von	x
Glarus	x
,	x
zu	x
Gunsten	x
der	x
Töchter-Arbeitsschulen	x
Eschenbach	x
und	x
Bürg	x
die	x
schöne	x
Summe	x
von	x
1250	x
Fr	x
.	x
Ehre	x
solchem	x
Opfersinn	x
!	x
Nachahmung	x
empfohlen	x
.	x
—	x
*	x
Milchverkäufe	x
.	x
In	x
St	x
.	x
GallenkappelDorf	x
In	x
St.	x
Gallenkappel	x
an	x
den	x
Sohn	x
von	x
Nikolaus	x
Rüegg	x
,	x
Au	x
,	x
bisher	x
in	x
Rüeterswil	x
;	x
in	x
Bezikon	x
dem	x
bisherigen	x
Senn	x
Hr	x
.	x
Vögeli	x
.	x
—	x
Die	x
Käsereigesellschaft	x
Mühlrüthi	x
verkaufte	x
ihre	x
Milch	x
pro	x
1887/88	x
dem	x
bisherigen	x
Käser	x
Ant	x
.	x
Züger	x
im	x
Sommerhalbjahr	x
zu	x
11	x
Fr	x
.	x
60	x
Rp	x
.	x
im	x
Winterhalbjahr	x
zu	x
11	x
Fr	x
.	x
50	x
Rp	x
.	x
—	x
Kirchberg	x
.	x
Die	x
Käserei	x
AlbikonDietschwil	x
verkaufte	x
ihre	x
Milche	x
dem	x
bisherigen	x
Käser	x
Häne	x
in	x
Albikon	x
zu	x
11½	x
beziehungsweise	x
11	x
Rp	x
.	x
per	x
Liter	x
.	x
