file	annotator	orig_filename	year	decade	source	title	author	fictional	text_type	periodical	narrative	cabtokens	dialect	perspective	quotes
rwz_sample_digbib_940-1.xmi	earth	Buechner,_Luise_6__Erzaehlung__Die_Geschichte_vom_Tannenbaeumchen.tg113_1.xml	1868	1860	digbib	6. Erzählung. Die Geschichte vom Tannenbäumchen	Büchner, Luise	yes	Erzähltext		yes	602	NA	NA	NA
rwz_sample_digbib_941-1.xmi	uranus	Buechner,_Luise_7__Erzaehlung__Die_Geschichte_von_dem_kleinen_naseweisen_Maedchen.tg114_1.xml	1868	1860	digbib	7. Erzählung. Die Geschichte von dem kleinen naseweisen Mädchen	Büchner, Luise	yes	Erzähltext		yes	597	NA	NA	NA
rwz_sample_digbib_943-2.xmi	earth	Buechner,_Luise_Der_kleine_Vagabund.tg104_1.xml	1878	1870	digbib	Der kleine Vagabund	Büchner, Luise	yes	Erzähltext		yes	687	NA	NA	NA
rwz_sample_digbib_957-1.xmi	earth	Busch,_Wilhelm_18__Des_Todtengraebers_Sohn.tg668_1.xml	1910	1910	digbib	18. Des Todtengräbers Sohn	Busch, Wilhelm	yes	Erzähltext		yes	595	NA	NA	NA
rwz_sample_digbib_981-2.xmi	neptune	Busch,_Wilhelm_32__Der_Soldat_und_das_Feuerzeug.tg683_1.xml	1910	1910	digbib	32. Der Soldat und das Feuerzeug	Busch, Wilhelm	yes	Erzähltext		yes	638	NA	NA	NA
rwz_sample_grenz_10274-1.xmi	neptune	grenzboten_341829_157663.txt_19.xml	1879	1870	grenz	Politische Briefe. VII. Die Begründung des Zolltarifs.	Undefined	no	Kommentar		no	583	NA	NA	NA
rwz_sample_grenz_10459-1.xmi	neptune	grenzboten_341829_157675.txt_60.xml	1879	1870	grenz	Rückblicke auf die Berliner Generalsynode. 1.	Undefined	no	Reportage		no	628	NA	NA	NA
rwz_sample_grenz_12346-2.xmi	neptune	grenzboten_341841_195390.txt_29.xml	1885	1880	grenz	Otium cum dignitate.	Undefined	no	Biographie		no	575	NA	NA	NA
rwz_sample_grenz_1290-1.xmi	uranus	grenzboten_341563_277987.txt_6.xml	1849	1840	grenz	Von der Ferdinandsbrücke über Oestreichs Organisation?	Undefined	no	Kommentar		no	670	NA	NA	NA
rwz_sample_grenz_13409-1.xmi	venus	grenzboten_341847_202098.txt_27.xml	1888	1880	grenz	Der deutsche Bund.	Pape, R.	no	Reportage		no	584	NA	NA	NA
rwz_sample_grenz_13599-1.xmi	neptune	grenzboten_341847_203434.txt_31.xml	1888	1880	grenz	Die Freihandelslehre in Geschichte und Wissenschaft.	Undefined	no	Reportage		no	574	NA	NA	NA
rwz_sample_grenz_1362-1.xmi	earth	grenzboten_341563_278509.txt_50.xml	1849	1840	grenz	Preußische Briefe. Dreizehnter Brief. Aristoteles und das octroyirte Wahlgesetz.	Undefined	no	Kommentar		no	600	NA	NA	NA
rwz_sample_grenz_13718-1.xmi	earth	grenzboten_341847_289122.txt_53.xml	1888	1880	grenz	Bayreuth. Ober- und Untertöne.	Undefined	no	Reisebericht/Brief		yes	650	NA	NA	NA
rwz_sample_grenz_13751-1.xmi	venus	grenzboten_341847_289122.txt_83.xml	1888	1880	grenz	Die landwirtschaftliche Notlage.	Undefined	no	Reportage		no	595	NA	NA	NA
rwz_sample_grenz_13798-1.xmi	venus	grenzboten_341849_204088.txt_4.xml	1889	1880	grenz	Goethe- und Schillerhetzer	Undefined	no	Rezension		no	621	NA	NA	NA
rwz_sample_grenz_1429-1.xmi	earth	grenzboten_341563_279025.txt_3.xml	1849	1840	grenz	Die Technik des Dramas.	Undefined	no	Reportage		no	574	NA	NA	NA
rwz_sample_grenz_14400-1.xmi	earth	grenzboten_341851_207936.txt_85.xml	1890	1890	grenz	Zum sozialen Frieden.	Schulze-Gaevernitz, Dr. Gerhart v.	no	Reportage		no	568	NA	NA	NA
rwz_sample_grenz_1494-1.xmi	earth	grenzboten_341563_279025.txt_89.xml	1849	1840	grenz	Eine starke Regierung.	Undefined	no	Kommentar		no	608	NA	NA	NA
rwz_sample_grenz_1590-1.xmi	earth	grenzboten_341563_279547.txt_85.xml	1849	1840	grenz	Oestreichische Tröstungen.	Undefined	no	Kommentar		no	607	NA	NA	NA
rwz_sample_grenz_18377-1.xmi	venus	grenzboten_341875_238787.txt_24.xml	1902	1900	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Kommentar		no	591	NA	NA	NA
rwz_sample_grenz_18522-2.xmi	venus	grenzboten_341877_239555.txt_66.xml	1903	1900	grenz	König Laurin	Undefined	no	Rezension		no	652	NA	NA	NA
rwz_sample_grenz_19199-1.xmi	venus	grenzboten_341879_295218.txt_34.xml	1904	1900	grenz	Kulturbilder von den kleinasiatischen Inseln (Fortsetzung) 3. Samos	Dieterich, Karl	no	Reportage		no	618	NA	NA	NA
rwz_sample_grenz_19228-1.xmi	saturn	grenzboten_341879_295218.txt_60.xml	1904	1900	grenz	Spanisches	Undefined	no	Reportage		yes	597	NA	NA	NA
rwz_sample_grenz_19639-1.xmi	venus	grenzboten_341883_298274.txt_10.xml	1906	1900	grenz	Maßgebliches und Unmaßgebliches	Undefined	no	Kommentar		no	556	NA	NA	NA
rwz_sample_grenz_19775-1.xmi	earth	grenzboten_341883_299040.txt_27.xml	1906	1900	grenz	Die Festungen Europas (Schluß)	Bruhns, B.	no	Reportage		no	555	NA	NA	NA
rwz_sample_grenz_21300-short.xmi	saturn	grenzboten_341891_315638.txt_28.xml	1910	1910	grenz	Gebet für ein wachsendes Feuer	Petrenz, Adolf	yes	Erzähltext		yes	295	NA	NA	NA
rwz_sample_grenz_22869-1.xmi	saturn	grenzboten_341899_328099.txt_5.xml	1914	1910	grenz	Die Hexe von Mayen (Dreizehnte Fortsetzung)	Niese, Charlotte 	yes	Erzähltext		yes	609	NA	NA	NA
rwz_sample_grenz_2419-1.xmi	earth	grenzboten_341573_93902.txt_52.xml	1852	1850	grenz	Wochenbericht.	Undefined	no	Kommentar		no	563	NA	NA	NA
rwz_sample_grenz_2524-1.xmi	earth	grenzboten_341573_94440.txt_89.xml	1852	1850	grenz	Gesundheit und Staat.	Undefined	no	Kommentar		no	610	NA	NA	NA
rwz_sample_grenz_257-1.xmi	earth	grenzboten_341546_180558.txt_33.xml	1844	1840	grenz	Ein Besuch bei Linné.	M. R.	no	Reisebericht/Brief		yes	615	NA	NA	NA
rwz_sample_grenz_3021-1.xmi	uranus	grenzboten_341578_96706.txt_55.xml	1854	1850	grenz	Aus Konstantinopel.	Undefined	no	Kommentar		no	574	NA	NA	NA
rwz_sample_grenz_307-1.xmi	neptune	grenzboten_341546_341790.txt_3.xml	1844	1840	grenz	Ueber die commerciellen Verhältnisse der deutschen Stational-Literatur.	Undefined	no	Rezension		no	564	NA	NA	NA
rwz_sample_grenz_3805-1.xmi	uranus	grenzboten_341586_103132.txt_50.xml	1857	1850	grenz	Französische Geschichtschreiber.	Undefined	no	Rezension		no	580	NA	NA	NA
rwz_sample_grenz_387-1.xmi	neptune	grenzboten_341548_269416.txt_8.xml	1845	1840	grenz	Die deutsche Bühne. Ein trauriges Lustspiel.	Boas, Eduard	yes	Erzähltext		no	619	NA	NA	NA
rwz_sample_grenz_408-1.xmi	neptune	grenzboten_341548_270058.txt_27.xml	1845	1840	grenz	Ein Buchbinder. Handwerkernovelle.	Boas, Eduard 	no	Erzähltext		yes	599	NA	NA	NA
rwz_sample_grenz_4666-1.xmi	earth	grenzboten_341594_108721.txt_57.xml	1860	1860	grenz	Das englische Blaubuch über Italien.	Undefined	no	Reportage		no	644	NA	NA	NA
rwz_sample_grenz_4685-1.xmi	earth	grenzboten_341594_108721.txt_8.xml	1860	1860	grenz	Briefe des Herzogs Friedrich Wilhelm von Braunschweig-Oels aus der Campagne von 1793.	Undefined	no	Reisebericht/Brief		no	587	NA	NA	NA
rwz_sample_grenz_4937-1.xmi	uranus	grenzboten_341793_110893.txt_46.xml	1861	1860	grenz	Alter Waidmannsbrauch.	Undefined	no	Reportage		no	585	NA	NA	NA
rwz_sample_grenz_5068-1.xmi	earth	grenzboten_341793_111969.txt_24.xml	1861	1860	grenz	Die Heuglinsche Expedition nach Mittelafrika.	Undefined	no	Reisebericht/Brief		no	576	NA	NA	NA
rwz_sample_grenz_5230-1.xmi	earth	grenzboten_341795_113241.txt_37.xml	1862	1860	grenz	Berliner Brief.	Undefined	no	Kommentar		no	592	NA	NA	NA
rwz_sample_grenz_5374-1.xmi	earth	grenzboten_341795_114313.txt_45.xml	1862	1860	grenz	Catania.	Undefined	no	Reportage		no	600	NA	NA	NA
rwz_sample_grenz_5391-1.xmi	earth	grenzboten_341795_114313.txt_8.xml	1862	1860	grenz	Die Protestanten in der Diaspora.	Undefined	no	Reportage		no	563	NA	NA	NA
rwz_sample_grenz_5940-1.xmi	earth	grenzboten_341799_360480.txt_28.xml	1864	1860	grenz	Das lauenburgische Annexionsgesuch.	Undefined	no	Kommentar		no	587	NA	NA	NA
rwz_sample_grenz_5996-1.xmi	earth	grenzboten_341801_282240.txt_2.xml	1865	1860	grenz	Die münchener Kunst der Gegenwart. Die bayrischen Könige Ludwig der Erste und Maximilian der Zweite.	Undefined	no	Reportage		no	551	NA	NA	NA
rwz_sample_grenz_6146-1.xmi	neptune	grenzboten_341801_283352.txt_5.xml	1865	1860	grenz	Erlebnisse eines preußischen Kaufmanns während des galizischen Aufstandes im Jahre 1846.	Undefined	no	Reisebericht/Brief		no	594	NA	NA	NA
rwz_sample_grenz_6440-1.xmi	neptune	grenzboten_341803_286147.txt_21.xml	1866	1860	grenz	Hannoveraner und Kurhessen.	Undefined	no	Kommentar		no	595	NA	NA	NA
rwz_sample_grenz_6667-1.xmi	neptune	grenzboten_341805_349917.txt_32.xml	1867	1860	grenz	Aus Schwaben.	Undefined	no	Reportage		no	645	NA	NA	NA
rwz_sample_grenz_7064-1.xmi	neptune	grenzboten_341807_287271.txt_8.xml	1868	1860	grenz	Bestrebungen zur Ausdehnung des weiblichen Wirkungskreises.	Undefined	no	Reportage		no	581	NA	NA	NA
rwz_sample_grenz_7095-1.xmi	neptune	grenzboten_341807_362043.txt_36.xml	1868	1860	grenz	Die Rüstungen des Kaisers Napoleon.	Undefined	no	Reportage		no	591	NA	NA	NA
rwz_sample_grenz_7381-1.xmi	neptune	grenzboten_341809_121754.txt_36.xml	1869	1860	grenz	Aus Mecklenburg.	Undefined	no	Kommentar		no	576	NA	NA	NA
rwz_sample_grenz_7506-1.xmi	uranus	grenzboten_341811_123619.txt_10.xml	1870	1870	grenz	Musikalische Briefe von Moriz Hauptmann.	Undefined	no	Rezension		no	580	NA	NA	NA
rwz_sample_grenz_7555-1.xmi	neptune	grenzboten_341811_123619.txt_55.xml	1870	1870	grenz	Die Reform der Preußischen Verfassung.	Undefined	no	Kommentar		no	563	NA	NA	NA
rwz_sample_grenz_7598-1.xmi	neptune	grenzboten_341811_124151.txt_30.xml	1870	1870	grenz	Ein Wort über die Lage.	Undefined	no	Reportage		no	583	NA	NA	NA
rwz_sample_grenz_7613-1.xmi	earth	grenzboten_341811_124151.txt_44.xml	1870	1870	grenz	Oestreich und der Krieg.	Undefined	no	Kommentar		no	570	NA	NA	NA
rwz_sample_grenz_775-1.xmi	uranus	grenzboten_341559_184763.txt_33.xml	1847	1840	grenz	Tagebuches.	Undefined	no	Rezension		no	610	NA	NA	NA
rwz_sample_grenz_7851-1.xmi	neptune	grenzboten_341813_125781.txt_34.xml	1871	1870	grenz	Straßburgs Bedeutung für den deutschen Humanismus. Ein Vortrag von Prof. Dr. Eckstein.	Undefined	no	Biographie		no	566	NA	NA	NA
rwz_sample_grenz_8120-1.xmi	neptune	grenzboten_341815_126853.txt_44.xml	1872	1870	grenz	Die heroischen Tage der sächsischen Lords.	Undefined	no	Reportage		no	576	NA	NA	NA
rwz_sample_grenz_8328-1.xmi	earth	grenzboten_341815_128453.txt_2.xml	1872	1870	grenz	Deutsche Staatsmänner und Abgeordnete. Präsident Simson.	Undefined	no	Biographie		yes	602	NA	NA	NA
rwz_sample_grenz_9021-1.xmi	venus	grenzboten_341819_359154.txt_54.xml	1874	1870	grenz	Am Silberlaut Nevada. Nach Mark Twain. (Schluß.)	Undefined	no	Reisebericht/Brief		yes	601	NA	NA	NA
rwz_sample_grenz_9435-1.xmi	venus	grenzboten_341823_157638.txt_20.xml	1875	1870	grenz	Literatur.	Duft, Hermann	no	Rezension		no	570	NA	NA	NA
rwz_sample_mkhz_10109-1.xmi	venus	MT_1887_01_10.txt_3.xml	1887	1880	mkhz.maehrisches	Das Schloß im Grünen.	Pflaume, K.	yes	Erzähltext		yes	578	NA	NA	NA
rwz_sample_mkhz_10484-1.xmi	venus	MT_1896_07_20.txt_14.xml	1896	1890	mkhz.maehrisches	Undefined	Undefined	yes	Erzähltext		yes	638	NA	NA	NA
rwz_sample_mkhz_1157-short.xmi	venus	nn_auswandererzeitung048_1852_4.xml	1852	1850	mkhz.auswandererzeitung	Undefined	Undefined	no	Anzeige		no	447	NA	NA	NA
rwz_sample_mkhz_1163-1.xmi	saturn	nn_auswandererzeitung049_1852_1.xml	1852	1850	mkhz.auswandererzeitung	Undefined	Undefined	no	Reisebericht/Brief		no	647	NA	NA	NA
rwz_sample_mkhz_135-short.xmi	uranus	nn_arbeitgeber1049_1877.txt_3.xml	1877	1870	mkhz.arbeitgeber	Erfindungen zu verkaufen:	Undefined	no	Nachrichten		no	586	NA	NA	NA
rwz_sample_mkhz_1417-short.xmi	venus	nn_bayerische085_1850.txt_4.xml	1850	1850	mkhz.bayerische	Fremden	Undefined	no	Anzeige		no	325	NA	NA	NA
rwz_sample_mkhz_1494-short.xmi	saturn	nn_bayerische132_1850.txt_7.xml	1850	1850	mkhz.bayerische	Bekanntmachung. Fremden-Anzeige. Gestorbene.	Undefined	no	Anzeige		no	284	NA	NA	NA
rwz_sample_mkhz_1499-short.xmi	saturn	nn_bayerische133_1850.txt_4.xml	1850	1850	mkhz.bayerische	Schwurgerichtsverhandlung.	Undefined	no	Nachrichten		no	295	NA	NA	NA
rwz_sample_mkhz_154-2.xmi	uranus	nn_arbeitgeber1059_1877.txt_1.xml	1877	1870	mkhz.arbeitgeber	Das 2000 jähr. Jubiläum der Papierfabrikation. I. Neue Erfindungen. Patentliste.	Undefined	no	Nachrichten		no	595	NA	NA	NA
rwz_sample_mkhz_162-short.xmi	earth	nn_arbeitgeber1067_1877.txt_2.xml	1877	1870	mkhz.arbeitgeber	Verschiedenes	Undefined	no	Nachrichten		no	309	NA	NA	NA
rwz_sample_mkhz_202-1.xmi	earth	nn_augsburg68_1871.txt_10.xml	1871	1870	mkhz.augsburg	Telegraphische Berichte.	Undefined	no	Nachrichten		no	756	NA	NA	NA
rwz_sample_mkhz_221-1.xmi	neptune	nn_augsburg69_1871.txt_5.xml	1871	1870	mkhz.augsburg	Undefined	Undefined	no	Nachrichten		no	605	NA	NA	NA
rwz_sample_mkhz_227-short.xmi	neptune	nn_augsburg71_1871.txt_2.xml	1871	1870	mkhz.augsburg	Industrie, Handel und Verkehr.	Undefined	no	Nachrichten		no	573	NA	NA	NA
rwz_sample_mkhz_2472-short.xmi	venus	nn_chronik024_1845_3.xml	1845	1840	mkhz.chronik	Undefined	Undefined	no	Kommentar		no	243	NA	NA	NA
rwz_sample_mkhz_2483-1.xmi	venus	nn_chronik081_1845_5.xml	1845	1840	mkhz.chronik	Undefined	Undefined	no	Anzeige		no	614	NA	NA	NA
rwz_sample_mkhz_2497-1.xmi	neptune	nn_chronik083_1845_5.xml	1845	1840	mkhz.chronik	Undefined	Undefined	no	Anzeige		no	613	NA	NA	NA
rwz_sample_mkhz_2512-short.xmi	neptune	nn_chronik089_1845_2.xml	1845	1840	mkhz.chronik	Hiesiges.	Undefined	no	Kommentar		no	239	NA	NA	NA
rwz_sample_mkhz_2521-1.xmi	venus	nn_chronik091_1845_1.xml	1845	1840	mkhz.chronik	Undefined	Undefined	no	Erzähltext		yes	633	NA	NA	NA
rwz_sample_mkhz_2524-short.xmi	saturn	nn_chronik091_1845_4.xml	1845	1840	mkhz.chronik	Hiesiges	Undefined	no	Kommentar		no	455	NA	NA	NA
rwz_sample_mkhz_2531-short.xmi	venus	nn_chronik092_1845_4.xml	1845	1840	mkhz.chronik	Undefined	Undefined	no	Nachrichten		no	398	NA	NA	NA
rwz_sample_mkhz_2534-short.xmi	earth	nn_chronik092_1845_7.xml	1845	1840	mkhz.chronik	Amtliche Bekanntmachungen.	Undefined	no	Anzeige		no	316	NA	NA	NA
rwz_sample_mkhz_2539-short.xmi	venus	nn_chronik094_1845_3.xml	1845	1840	mkhz.chronik	Jemand der nicht Millionär werden will.	Undefined	no	Nachrichten		no	427	NA	NA	NA
rwz_sample_mkhz_2559-short.xmi	neptune	nn_chronik103_1845_3.xml	1845	1840	mkhz.chronik	Wie sieht's in der Welt aus?	Undefined	no	Nachrichten		yes	514	NA	NA	NA
rwz_sample_mkhz_273-1.xmi	earth	nn_auswanderer01_1848.txt_3.xml	1848	1840	mkhz.auswanderer	Port Natal.	Undefined	no	Reportage		no	581	NA	NA	NA
rwz_sample_mkhz_2737-short.xmi	neptune	nn_europa0106_1905_14.xml	1905	1900	mkhz.europa	Undefined	Undefined	yes	Erzähltext		yes	278	NA	NA	NA
rwz_sample_mkhz_2747-1.xmi	earth	nn_europa0106_1905_6.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar		no	588	NA	NA	NA
rwz_sample_mkhz_2758-1.xmi	saturn	nn_europa0108_1905_16.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar		yes	620	NA	NA	NA
rwz_sample_mkhz_2764-1.xmi	earth	nn_europa0108_1905_21.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Reportage		no	608	NA	NA	NA
rwz_sample_mkhz_2779-short.xmi	earth	nn_europa0110_1905_10.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Reisebericht/Brief		no	576	NA	NA	NA
rwz_sample_mkhz_2786-short.xmi	neptune	nn_europa0110_1905_17.xml	1905	1900	mkhz.europa	Meine teure Freundin	Undefined	no	Reisebericht/Brief		yes	262	NA	NA	NA
rwz_sample_mkhz_2792-1.xmi	venus	nn_europa0110_1905_3.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar		no	575	NA	NA	NA
rwz_sample_mkhz_2801-1.xmi	earth	nn_europa0113_1905_11.xml	1905	1900	mkhz.europa	Undefined	Undefined	yes	Erzähltext		yes	629	NA	NA	NA
rwz_sample_mkhz_2806-1.xmi	earth	nn_europa0113_1905_16.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Reportage		yes	592	NA	NA	NA
rwz_sample_mkhz_2841-1.xmi	neptune	nn_europa0114_1905_30.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Kommentar		no	609	NA	NA	NA
rwz_sample_mkhz_2845-1.xmi	earth	nn_europa0114_1905_34.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Rezension		no	589	NA	NA	NA
rwz_sample_mkhz_2847-2.xmi	saturn	nn_europa0114_1905_36.xml	1905	1900	mkhz.europa	Undefined	Undefined	no	Reportage		no	621	NA	NA	NA
rwz_sample_mkhz_3183-short.xmi	earth	nn_maerkische013_1850_5.xml	1850	1850	mkhz.maerkische	Bekanntmachungen.	Undefined	no	Anzeige		no	600	NA	NA	NA
rwz_sample_mkhz_3234-1.xmi	venus	nn_maerkische019_1850_3.xml	1850	1850	mkhz.maerkische	Undefined	Undefined	no	Nachrichten		no	590	NA	NA	NA
rwz_sample_mkhz_3410-1.xmi	neptune	nn_mainzerjournal013_1848_4.xml	1848	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Kommentar		no	652	NA	NA	NA
rwz_sample_mkhz_3428-short.xmi	neptune	nn_mainzerjournal015_1848_7.xml	1848	1840	mkhz.mainzerjournal	Griechenland.	Undefined	no	Nachrichten		no	477	NA	NA	NA
rwz_sample_mkhz_3571-short.xmi	neptune	nn_mainzerjournal043_1848_3.xml	1848	1840	mkhz.mainzerjournal	Oesterreichische Monarchie.	Undefined	no	Nachrichten		no	397	NA	NA	NA
rwz_sample_mkhz_3726-1.xmi	neptune	nn_mainzerjournal064_1848_2.xml	1848	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Nachrichten		no	614	NA	NA	NA
rwz_sample_mkhz_383-1.xmi	uranus	nn_auswanderer24_1848.txt_3.xml	1848	1840	mkhz.auswanderer	Undefined	Undefined	no	Reportage		no	611	NA	NA	NA
rwz_sample_mkhz_387-short.xmi	uranus	nn_auswanderer24_1848.txt_7.xml	1848	1840	mkhz.auswanderer	Das Gesetz zum Schutze der Einwanderer	Undefined	no	Nachrichten		no	320	NA	NA	NA
rwz_sample_mkhz_3999-short.xmi	venus	nn_mainzerjournal165_1848_6.xml	1848	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Reportage		no	269	NA	NA	NA
rwz_sample_mkhz_4096-short.xmi	venus	nn_mainzerjournal240_1849_13.xml	1849	1840	mkhz.mainzerjournal	Undefined	Undefined	no	Reisebericht/Brief		no	370	NA	NA	NA
rwz_sample_mkhz_5007-short.xmi	venus	nn_pfennig010_1843_7.xml	1843	1840	mkhz.pfennig	Undefined	Undefined	no	Nachrichten		no	346	NA	NA	NA
rwz_sample_mkhz_5035-short.xmi	earth	nn_pfennig012_1843_7.xml	1843	1840	mkhz.pfennig	Gasthof in Neuyork	Undefined	no	Anzeige		no	235	NA	NA	NA
rwz_sample_mkhz_5176-1.xmi	neptune	nn_pfennig027_1843_5.xml	1843	1840	mkhz.pfennig	Undefined	Undefined	no	Reportage		no	576	NA	NA	NA
rwz_sample_mkhz_5266-short.xmi	earth	nn_pfennig036_1843_9.xml	1843	1840	mkhz.pfennig	Tugendpreise.	Undefined	no	Reportage		yes	425	NA	NA	NA
rwz_sample_mkhz_5352-1.xmi	neptune	nn_pfennig083_1854_6.xml	1854	1850	mkhz.pfennig	Undefined	Undefined	no	Nachrichten		no	590	NA	NA	NA
rwz_sample_mkhz_5470-1.xmi	neptune	nn_pfennig097_1854_7.xml	1854	1850	mkhz.pfennig	Undefined	Undefined	no	Biographie		no	582	NA	NA	NA
rwz_sample_mkhz_5480-short.xmi	earth	nn_pfennig098_1854_6.xml	1854	1850	mkhz.pfennig	Mandrills.	Undefined	no	Reportage		no	309	NA	NA	NA
rwz_sample_mkhz_564-1.xmi	earth	nn_auswanderer58_1847.txt_7.xml	1847	1840	mkhz.auswanderer	Undefined	Undefined	no	Nachrichten		no	748	NA	NA	NA
rwz_sample_mkhz_583-short.xmi	venus	nn_auswanderer61_1847.txt_3.xml	1847	1840	mkhz.auswanderer	Machtlosigkeit der Censur. (Deutsche Zeitung.)	Undefined	no	Kommentar		no	464	NA	NA	NA
rwz_sample_mkhz_5904-1.xmi	neptune	nn_social04_1873_3.xml	1873	1870	mkhz.social	Undefined	Undefined	yes	Erzähltext		yes	628	NA	NA	NA
rwz_sample_mkhz_5906-1.xmi	venus	nn_social04_1873_4.xml	1873	1870	mkhz.social	Undefined	Undefined	no	Kommentar		no	590	NA	NA	NA
rwz_sample_mkhz_6134-1.xmi	neptune	nn_sonntagsblatt05_1868_2.xml	1868	1860	mkhz.sonntagsblatt	Posthuma. Eine Friesische Novelle.	Jeusen, Wilhelm	yes	Erzähltext		yes	601	NA	NA	NA
rwz_sample_mkhz_6181-1.xmi	venus	nn_sonntagsblatt08_1868_13.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Reportage		no	563	NA	NA	NA
rwz_sample_mkhz_6202-1.xmi	venus	nn_sonntagsblatt09_1868_11.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Kommentar		no	571	NA	NA	NA
rwz_sample_mkhz_6256-1.xmi	earth	nn_sonntagsblatt18_1868_1.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	yes	Erzähltext		yes	596	NA	NA	NA
rwz_sample_mkhz_6288-1.xmi	earth	nn_sonntagsblatt21_1868_7.xml	1868	1860	mkhz.sonntagsblatt	Am Suez-Kanal. (Schluß.)	Undefined	no	Reisebericht/Brief		no	578	NA	NA	NA
rwz_sample_mkhz_6313-1.xmi	earth	nn_sonntagsblatt24_1868_4.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Biographie		yes	600	NA	NA	NA
rwz_sample_mkhz_6336-1.xmi	earth	nn_sonntagsblatt27_1868_2.xml	1868	1860	mkhz.sonntagsblatt	Ein Vers.	Fürstenberg, James	yes	Erzähltext		yes	628	NA	NA	NA
rwz_sample_mkhz_6355-1.xmi	earth	nn_sonntagsblatt29_1868_5.xml	1868	1860	mkhz.sonntagsblatt	Die neuesten Forschungsreisen und Entdeckungen in Afrika. Mittheilungen über Land und Leute unter dem Aequator und in den Küstenregionen. (Fortsetzung).	Undefined	no	Reisebericht/Brief		no	629	NA	NA	NA
rwz_sample_mkhz_6364-1.xmi	venus	nn_sonntagsblatt32_1868_6.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Biographie		no	640	NA	NA	NA
rwz_sample_mkhz_6367-2.xmi	venus	nn_sonntagsblatt32_1869_1.xml	1869	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Erzähltext		yes	641	NA	NA	NA
rwz_sample_mkhz_6368-1.xmi	venus	nn_sonntagsblatt32_1869_2.xml	1869	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Biographie		no	579	NA	NA	NA
rwz_sample_mkhz_6385-1.xmi	earth	nn_sonntagsblatt44_1868_1.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	yes	Erzähltext		yes	565	NA	NA	NA
rwz_sample_mkhz_6389-1.xmi	venus	nn_sonntagsblatt44_1868_5.xml	1868	1860	mkhz.sonntagsblatt	Undefined	Undefined	no	Reportage		no	548	NA	NA	NA
rwz_sample_mkhz_6483-1.xmi	earth	nn_wiener244_1850_17.xml	1850	1850	mkhz.wiener	Großbritanien.	Undefined	no	Nachrichten		no	562	NA	NA	NA
rwz_sample_mkhz_6501-1.xmi	earth	nn_wiener248_1850_11.xml	1850	1850	mkhz.wiener	Undefined	Undefined	no	Nachrichten		no	606	NA	NA	NA
rwz_sample_mkhz_6579-short.xmi	earth	nn_wiener260_1850_5.xml	1850	1850	mkhz.wiener	Kronländer	Undefined	no	Nachrichten		no	471	NA	NA	NA
rwz_sample_mkhz_6583-short.xmi	venus	nn_wiener260_1850_9.xml	1850	1850	mkhz.wiener	Undefined	Undefined	no	Nachrichten		no	368	NA	NA	NA
rwz_sample_mkhz_6595-short.xmi	earth	nn_wiener276_1850_7.xml	1850	1850	mkhz.wiener	Telegraphische (Privat-)Depeschen.	Undefined	no	Nachrichten		no	339	NA	NA	NA
rwz_sample_mkhz_85-short.xmi	neptune	nn_arbeitgeber0699_1870.txt_6.xml	1870	1870	mkhz.arbeitgeber	Undefined	Undefined	no	Anzeige		no	228	NA	NA	NA
rwz_sample_mkhz_89-1.xmi	earth	nn_arbeitgeber0701_1870.txt_1.xml	1870	1870	mkhz.arbeitgeber	Arbeitvermittlung. II.	Undefined	no	Kommentar		no	579	NA	NA	NA
rwz_sample_mkhz_98-1.xmi	uranus	nn_arbeitgeber0704_1870.txt_1.xml	1870	1870	mkhz.arbeitgeber	Das Elsaß. I. Nach dem Krieg? II. Handel und Verkehr. Gewerbe. Technik.	Undefined	no	Nachrichten		no	562	NA	NA	NA
rwz_sample_mkhz_993-short.xmi	venus	nn_auswandererzeitung036_1852_9.xml	1852	1850	mkhz.auswandererzeitung	Undefined	Undefined	no	Nachrichten		no	412	NA	NA	NA
